,timestamp,cpu usage,memory usage
480,12:56:59,25.1,1.5
481,12:57:00,25,1.5
482,12:57:01,25,1.5
483,12:57:02,25.1,1.5
484,12:57:03,25,1.5
485,12:57:04,25.1,1.5
486,12:57:05,25.2,1.5
487,12:57:06,25.2,1.5
488,12:57:07,25.1,1.5
489,12:57:08,25,1.5
490,12:57:09,25.1,1.5
491,12:57:10,25,1.5
492,12:57:11,25.1,1.5
493,12:57:12,25,1.5
494,12:57:13,25,1.5
495,12:57:14,25.1,1.5
496,12:57:15,25,1.5
497,12:57:16,25.1,1.5
498,12:57:17,25.1,1.5
499,12:57:18,25.1,1.5
500,12:57:19,25,1.5
501,12:57:20,25.1,1.5
502,12:57:21,25.2,1.5
503,12:57:22,25.1,1.5
504,12:57:23,25.1,1.5
505,12:57:24,25,1.5
506,12:57:25,20.6,1.5
507,12:57:26,0,1.5
508,12:57:27,0.1,1.5
509,12:57:28,0.1,1.5
510,12:57:29,8.7,1.5
511,12:57:30,27,1.5
512,12:57:31,26.8,1.5
513,12:57:32,27.1,1.5
514,12:57:33,26.9,1.5
515,12:57:34,26.8,1.5
516,12:57:35,27.1,1.5
517,12:57:36,26.8,1.5
518,12:57:37,26.9,1.5
519,12:57:38,26.9,1.5
520,12:57:39,26.8,1.5
521,12:57:40,26.9,1.5
522,12:57:41,26.9,1.5
523,12:57:42,26.9,1.5
524,12:57:43,26.8,1.5
525,12:57:44,26.9,1.5
526,12:57:45,26.9,1.5
527,12:57:46,26.8,1.5
528,12:57:47,26.9,1.5
529,12:57:48,26.9,1.5
530,12:57:49,26.8,1.5
531,12:57:50,27.3,1.5
532,12:57:51,26.9,1.5
533,12:57:52,26.9,1.5
534,12:57:53,26.9,1.5
535,12:57:54,26.9,1.5
536,12:57:55,26.9,1.5
537,12:57:56,26.8,1.5
538,12:57:57,26.9,1.5
539,12:57:58,26.9,1.5
540,12:57:59,15.8,1.5
541,12:58:00,0.3,1.5
542,12:58:01,0.1,1.5
543,12:58:02,0.3,1.5
544,12:58:03,7.2,1.5
545,12:58:04,28.6,1.5
546,12:58:05,28.7,1.5
547,12:58:06,28.6,1.5
548,12:58:07,28.7,1.5
549,12:58:08,28.6,1.5
550,12:58:09,28.7,1.5
551,12:58:10,28.6,1.5
552,12:58:11,28.6,1.5
553,12:58:12,28.7,1.5
554,12:58:13,28.6,1.5
555,12:58:14,28.7,1.5
556,12:58:15,28.7,1.5
557,12:58:16,28.6,1.5
558,12:58:17,28.7,1.5
559,12:58:18,28.6,1.5
560,12:58:19,28.6,1.5
561,12:58:20,28.8,1.5
562,12:58:21,28.8,1.5
563,12:58:22,28.7,1.5
564,12:58:23,28.6,1.5
565,12:58:24,28.7,1.5
566,12:58:25,28.6,1.5
567,12:58:26,28.6,1.5
568,12:58:27,28.9,1.5
569,12:58:28,28.7,1.5
570,12:58:29,28.8,1.5
571,12:58:30,28.8,1.5
572,12:58:31,28.6,1.5
573,12:58:32,28.7,1.5
574,12:58:33,18.9,1.5
575,12:58:34,0.1,1.5
